Id,Name,Street Address,Suburb,Region,Store Type,CanPurchase,CanTopUp,CanRegisterCard,CanRefund,CanAlterExpire,AcceptsCash,AcceptsEFTPOS,AcceptsCreditCard,SellsGoCardAdult,SellsGoCardChild,SellsGoCardSenior,SellsGoCardConcession,SellsTouristPack,SellsSEQCard,unused1,unused2,Created,Modified,Active,Notes,Lat,Lng
575,Metropolitan South Institute of TAFE - Alexandra Hills Campus,"Customer Service Centre, A block, Windemere Road",Alexandra Hills,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,2010/03/02 09:32,2011/01/21 11:02,1,,-27.5311,153.216
576,Kallangur Fair News,1473 Anzac Avenue,Kallangur,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/02 16:42,2010/10/05 11:11,1,,-27.2501,152.999
577,Walloon News,12 Queen Street ,Walloon,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/02 16:46,2010/10/06 10:50,1,,-27.6061,152.665
578,Nextra Peninsula Fair News,"Peninsula Fair Shopping Centre, Anzac Ave",Kippa-Ring,Northern,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/02 16:48,2012/09/13 12:13,1, ,-27.2256,153.088
579,Night Owl ,660 Brunswick Street,New Farm,Brisbane Central,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/02 16:50,2012/06/28 14:58,1,,-27.4632,153.042
580,St Lucia Supermarket,185  Sir Fred Schonell Drive,St Lucia,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/02 16:51,2011/02/17 10:44,1,,-27.4944,153.003
581,Supanews Strathpine,"Westfield Shopping Centre, Gympie Road",Strathpine,Northern,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/02 16:53,2012/08/06 18:50,1,,-27.3069,152.993
587,Cooroy Newsagency,28 Maple Street,Cooroy,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/04 16:31,2010/09/30 11:28,1,,-26.4177,152.91
588,Tewantin Newsagency,107 Poinciana Avenue,Tewantin,Sunshine Coast,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/04 16:32,2012/06/28 14:57,1,,-26.3921,153.038
589,Mansfield News and Casket Agency,22 Aminya Street,Mansfield,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/05 09:07,2012/09/17 11:35,2,,-27.5391,153.099
590,Camp Hill Newsagency,569 Old Cleveland Road,Camp Hill,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/05 09:09,2010/09/30 11:02,1,,-27.493,153.075
591,Stanley Road News,182 Stanley Road,North Carina,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/05 09:10,2012/09/17 11:09,1,,-27.488,153.088
592,Tobacco Station Stones Corner,307 Logan Road,Stones Corner,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/05 09:11,2010/10/06 10:22,1,,-27.499,153.045
593,Nextra Orion Newsagency,"Shop 29, 1 Main Street Orion Springfield",Springfield,Brisbane West,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/09 12:58,2010/12/21 09:06,1,,-27.6776,152.902
594,Gold Coast Tourism Visitor Information Booth,2 Cavill Avenue,Surfers Paradise,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/03/10 14:35,2012/11/07 10:39,1,,-28.0023,153.431
597,Mt Gravatt East Post Office,"Shop 3, 8 Carrara Street",Mount Gravatt East,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/12 16:09,2012/08/20 17:55,1,,-27.5239,153.081
598,Waterford Plaza News,"Waterford Plaza, corner Kingston and Taigum Roads ",Waterford,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/12 16:10,2010/10/06 10:52,1,,-27.6924,153.136
599,Nextra Burleigh Heads,"Stockland Burleigh Shopping Centre, West Burleigh Road",Burleigh Heads,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/03/18 15:21,2012/11/07 10:39,1,,-28.096893,153.442285
600,BP Cooroy Supermart,28 Elm Street,Cooroy,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/18 15:23,2010/09/30 11:27,1,,-26.4184,152.912
601,Supanews Green Square,"Shop 7 Green Square North Tower, 515 St Paul's Terrace",Fortitude Valley,Brisbane Central,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/18 15:25,2011/01/18 09:35,1, ,-27.4536,153.035
602,Nextra Kenmore Village News,"Shop 50, Kenmore Village, Brookfield Road",Kenmore,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/18 15:29,2010/10/05 11:14,1,,-27.5072,152.94
604,Lucky 7 South Bank,"Shop 4, 166 Grey Street",South Bank,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/18 15:35,2011/01/24 11:52,1,,-27.4781,153.021
608,Victoria Point West Licensed Post Office,"Shop 54, Victoria Point Shopping Centre, corner Cleveland Redland Bay Road and Bunker Road",Victoria Point,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/18 15:49,2010/10/06 10:48,1,,-27.5854,153.281
609,Deagon News,138 Braun Street,Deagon,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/19 16:32,2010/09/30 11:33,1,,-27.3324,153.059
610,NewsXpress Arana Hills,"Shop 13B, Kmart Plaza, corner Patricks Road and Dawsons Parade",Arana Hills,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/19 16:34,2010/09/23 11:15,1,,-27.3973,152.961
611,City Convenience Store,26 Felix Street,Brisbane (city),Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 08:52,2010/09/23 11:59,1,,-27.4705,153.03
614,Moffat Beach News,6 Seaview Terrace,Moffat Beach,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 08:56,2010/10/05 11:45,1,,-26.7899,153.142
615,Zone News,747 Deception Bay Road,Rothwell,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 08:58,2012/12/20 15:09,2,,-27.2126,153.046
616,Surfside Newsagency,10 North Street Woorim,Bribie Island,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 09:00,2011/01/05 15:12,1,,-27.0683,153.203
618,Alderley Licensed Post Office,34-40 South Pine Road,Alderley,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 09:28,2010/09/23 11:06,1,,-27.4234,153
620,IGA Express Cannon Hill,965 Wynnum Road,Cannon Hill,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 09:43,2010/09/30 11:03,1,,-27.4689,153.09
621,Colmslie Plaza News,38 Junction Road,Morningside,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 09:45,2010/10/05 11:50,1,,-27.4653,153.079
622,Given Terrace Newsagency,Shop 1/209 Given Terrace,Paddington,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 09:46,2010/10/05 12:28,1,,-27.4616,153.006
623,Stones Corner News,347 Logan Road,Stones Corner,Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/03/29 09:47,2012/11/07 10:46,1,,-27.4992,153.045
624,Broadcast News,"Shop 1, 39 Sherwood Road",Toowong,Brisbane West,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 09:48,2012/06/28 14:58,1,,-27.4854,152.992
625,Wilston News & Post,"Shop 1, 99 Kedron Brook Road",Wilston,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 10:57,2010/10/06 10:56,1,,-27.4322,153.02
626,Goodes Newsagency,771 Stanley Street,Woolloongabba,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 10:58,2010/10/06 11:02,1,,-27.4864,153.034
627,IGA Express Woolloongabba,14 Annerley Road,Woolloongabba,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/29 11:16,2010/10/06 11:03,1,,-27.4875,153.029
628,News on Kameruka,corner Beaudesert Road and Kameruka Street,Calamvale,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/31 12:11,2010/09/30 11:00,1,,-27.624,153.049
630,Logan City News,"Shop 66, Logan City Centre, corner Kingston Road and Wembley Road",Logan Central,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/31 12:16,2010/10/05 11:27,1,,-27.6427,153.119
632,Nobby Beach Newsagency,"Shop 1, 2239 Gold Coast Highway",Mermaid Beach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/31 12:19,2010/10/05 11:38,1,,-28.0587,153.438
633,Kwikimart (a Friendly Grocer Store),"Shop 69, 158 Moray Street",New Farm,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/31 12:22,2010/10/05 12:11,1,,-27.4701,153.043
634,Palm Beach Newsagency,"Shop 5A, 10 Fifth Avenue",Palm Beach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/31 12:23,2010/10/05 12:29,1,,-28.1223,153.472
635,Palmdale News,2120 Logan Road,Upper Mount Gravatt,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/03/31 12:24,2012/08/20 18:23,1,,-27.5612,153.083
636,The Hair Room,"Shop 1, 102 Commercial Road",Teneriffe,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/04/01 08:58,2013/07/12 09:39,2,,-27.4539,153.047
637,Night Owl Wickham Street,"Chopstix Arcade, 210 Wickham Street",Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/04/14 10:36,2011/01/21 13:07,1,,-27.4574,153.033
639,Norfolk News,"Norfolk Village Shopping Centre, 174-178 Pascoe Road",Ormeau,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/04/15 15:06,2010/10/05 12:25,1,,-27.7639,153.245
640,Supanews Garden City Lower Level,"Garden City (lower level, opposite Coles), Logan Road",Mount Gravatt,Brisbane South,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/04/22 11:19,2012/08/20 17:54,1,,-27.5634,153.082
641,Welcome Express Convenience Store,243 Brunswick Street,Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/04/30 14:06,2010/09/30 12:07,1,,-27.4571,153.033
642,Pit Stop News and Supermarket,3313 Surfers Paradise Boulevard,Surfers Paradise,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/06 10:03,2010/10/06 10:33,1,,-27.9935,153.428
643,Spring Hill News,"Shop 3, 74 Little Edward Street",Spring Hill,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/06 10:04,2010/10/05 13:00,1,,-27.4611,153.024
644,Supanews Nundah Village,"Shop 9, 1193 Sandgate Road",Nundah,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/06 10:05,2010/10/05 12:24,1,,-27.4028,153.061
645,Commercial Road News,52 Commercial Road,Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/06 10:06,2010/09/30 11:58,1,,-27.4533,153.044
646,Supanews Bracken Ridge,"Bracken Ridge Plaza Shopping Centre, Corner Telegraph and Norris Roads",Bracken Ridge,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/06 10:09,2013/05/30 12:18,1,,-27.330219,153.026505
647,7-Eleven Kensington Hills,1 Sovereign Avenue,Bray Park (Moreton Bay Regional),Northern,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 11:00,2012/09/25 11:33,1,,-27.2971,152.975
649,Broadbeach News and Casket,2703 Gold Coast Highway,Broadbeach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 13:18,2011/02/11 13:30,1, ,-28.0292,153.431
650,Jindalee News,"Shop 5, 86 Curragundi Road",Jindalee,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 13:20,2010/10/05 11:11,1,,-27.5347,152.935
651,Middle Park News,"Park Village Shopping Centre, 92 Horizon Drive",Middle Park,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 13:23,2010/10/05 11:39,1,,-27.5543,152.922
652,Mary Ryan's,40 Park Road,Milton,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 13:24,2010/10/05 11:40,1,,-27.4713,153.005
653,Norman Park Central News,"Shop 1, 183 Bennetts Road",Norman Park,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 13:27,2010/10/05 12:16,1, ,-27.4759,153.066
655,Westside Story Newsagency,85 Boundary Street,West End (Brisbane City),Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/05/21 13:30,2012/08/20 18:25,1,,-27.4778,153.013
656,Terrica Place News,140 Creek Street,Brisbane (city),Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/06/01 16:17,2012/09/17 11:20,2,,-27.4666,153.028
657,Eight Mile Plains News,"Shop 8, 218 Padstow Road ",Eight Mile Plains,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/06/11 11:59,2012/08/29 18:13,2,,-27.5748,153.087
658,Freechoice Fortitude Valley,292 Brunswick Street Mall,Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/06/11 12:00,2012/09/17 11:23,2,,-27.4578,153.034
659,Night Owl Brunswick Street,"Shop 2B, Valley Mall, 312-318 Brunswick Street",Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/06/22 14:07,2011/01/21 13:07,1,,-27.458,153.035
660,Supanews Carseldine,"Carseldine Central, 735 Beams Road",Carseldine,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/07/07 10:59,2012/02/16 14:06,1,,-27.3453,153.012
661,Redland Heights News,30 Cypress Street,Redland Bay,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/07/07 11:00,2010/10/05 12:38,1,,-27.6284,153.298
663,Skylark News,59 Skylark Street,Inala,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/07/07 11:07,2010/09/30 12:27,1,,-27.6014,152.98
664,Newmarket Post Office,"Shop 123, 400 Newmarket Road",Newmarket,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/07/28 15:52,2010/10/05 12:11,1,,-27.4371,153.007
665,Banyo station,268 St Vincents Road,Banyo,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/08/03 10:54,2010/09/23 11:30,1,,-27.3749,153.077
666,IGA Tingalpa,11/1534 Wynnum Road,Tingalpa,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/08/23 09:26,2012/11/29 11:22,2,,-27.4743,153.126
667,Lucky Charm Noosa Fair,"Shop 1069A, Noosa Civic, 28 eenie Creek Road",Noosaville,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/08/23 09:27,2013/08/01 14:45,1,,-26.4158,153.049
668,NewsXpress Jimboomba,"Shop 10, Junction Shopping Centre, Cusack Lane",Jimboomba,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/08/23 09:30,2011/07/13 10:49,1,,-27.830644,153.026739
669,7-Eleven Southbank TAFE,"Southbank TAFE, 5/97 Merivale Street",South Brisbane,Brisbane Central,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/08/30 09:39,2012/01/23 15:15,1,,-27.4797,153.019
670,Supanews North Lakes,Shop 1104/5 Westfield North Lakes,North Lakes,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/03 09:01,2012/10/29 09:44,1,,-27.2398,153.02
671,Noosa Junction Newsagency,Shop 1/26 Sunshine Beach Rd,Noosa Heads,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/03 09:03,2012/03/13 10:30,1,,-26.398385,153.091521
672,Clock Corner Convenience Store & Take-Away,13/521 Beams Rd,Carseldine,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/08 10:30,2010/09/30 11:16,1,,-27.3482,153.028
673,Gatton Plaza Newsagency ,7/8 Plaza Shopping Centre Spencer St,Gatton,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/10 11:46,2010/11/02 14:29,1,,-27.558271,152.279529
674,Brisbane Convenience Store,183 Ann St,Brisbane (city),Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/13 12:04,2012/09/11 10:02,2,,-27.4671,153.025
675,Night Owl West End,"Shop 1, 158 Boundary St",West End (Brisbane City),Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/13 13:53,2012/08/20 18:26,1,,-27.4814,153.012
676,Night Owl Highgate Hill,"Shop 2, 34 B Gladstone Road",Highgate Hill,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/13 13:56,2010/09/30 12:24,1,,-27.4845,153.02
677,Narangba Valley News,"Shop 6, 212 Young Road",Narangba,Northern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/17 12:52,2010/11/02 14:30,1,,-27.173203,152.936888
678,Friendly Grocer Broadbeach,"Shop 10, Belair Retail Centre, Gold Coast Highway,Broadbeach",Broadbeach,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/24 13:09,2010/11/02 13:00,1,,-28.035828,153.431953
679,Valley Centre News,"Valley Metro Centre, 230 Brunswick St",Fortitude Valley,Brisbane Central,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/28 16:36,2012/08/28 14:04,1,,-27.456839,153.03302
680,Get Hummered,"10 Transit Centre, Beach Rd",Surfers Paradise,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/09/28 16:38,2010/11/02 14:27,1,,-28.002304,153.426632
681,Labrador Park Newsagency,100 Brisbane Road,Labrador,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/10/08 16:21,2010/11/02 14:33,1,,-27.931558,153.377048
682,NewsXpress Deception Bay,"Shop 16 Deception Bay SC, Bay Avenue",Deception Bay,Northern,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/10/26 16:27,2012/11/07 10:51,1,,-27.19383,153.029327
683,Coorparoo News,"Shop 6, Coorparoo Convenience Centre, 208 Old Cleveland Road",Coorparoo,Brisbane East,retailer,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2010/10/29 09:39,2012/06/28 14:59,1,,-27.497168,153.054055
684,Swan Newsagency,"Shop 137 Sunshine Plaza, Horton Parade",Maroochydore,Sunshine Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/10/29 09:42,2012/11/07 10:41,1,,-26.654877,153.090593
686,NewsXpress Robina,"Shop 1, Market Hall Robina Town Centre",Robina,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/10/29 13:32,2012/03/26 16:16,2,,-28.077625,153.382973
687,Loganholme Bus Interchange,Cnr Service Rd and Mandew St,Loganholme,Southern,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 14:23,2010/11/22 16:49,1,,-27.660298,153.173541
688,Eight Mile Plains Busway,Eight Mile Plains Busway Station,Eight Mile Plains,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 14:48,2010/11/22 16:45,1,,-27.57848,153.101739
689,Springwood Busway Station,Springwood Busway Station,Springwood,Southern,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 14:51,2010/11/25 08:44,1,,-27.614579,153.125323
690,Greenslopes Busway,Barnsdale Place,Greenslopes,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 14:53,2010/11/24 16:00,1,,-27.510946,153.040493
691,PA Hospital Busway,"PA Hospital, Ipswich Road",Woolloongabba,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 14:58,2010/11/29 14:29,1,,-27.496863,153.033977
692,Boggo Road Busway,Quarry Street,Woolloongabba,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:00,2010/11/29 14:43,1,,-27.492742,153.030513
693,Carindale Bus Interchange,Westfield Carindale Shopping Centre,Carindale,Brisbane East,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:17,2010/11/26 13:01,1,,-27.503369,153.102971
694,Cannon Hill Bus Interchange,"Cannon Hill Shopping Centre, Creek Road",Cannon Hill,Brisbane East,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:19,2010/11/29 14:23,1,,-27.470755,153.096887
695,Holland Park Busway,Holland Park Busway Station,Holland Park,Brisbane South,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:21,2010/11/30 15:15,1,,-27.523145,153.054915
696,Normanby Busway,Normanby Busway Station,Red Hill (Brisbane City),Brisbane North,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:27,2012/08/20 18:09,1,,-27.458927,153.01509
697,Roma Street Busway,Roma Street Busway Station,Brisbane (city),Brisbane Central,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:29,2010/12/01 15:13,1,,-27.465434,153.017253
698,Royal Childrens Hospital Busway,Royal Childrens Hospital,Herston,Brisbane North,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:32,2010/12/03 14:43,1,,-27.449758,153.025944
699,Toombul Bus Interchange,Toombul Shopping Centre,Toombul,Brisbane North,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:33,2010/12/06 08:48,1,,-27.408392,153.060114
700,Aspley Bus Interchange,"Pick 'n Pay Hypermarket, Albany Creek Rd",Aspley,Brisbane North,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:35,2010/12/07 15:00,1,,-27.363956,153.012848
701,Brookside Bus Interchange,Brookside Shopping Centre,Mitchelton,Brisbane North,busway,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:38,2010/12/09 15:58,1,,-27.410027,152.978784
702,UQ (Chancellor),University of Queensland,St Lucia,Brisbane West,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:40,2012/01/18 15:45,1,,-27.498036,153.010862
703,Bribie Island Park n Ride,"Cnr Village and Victory Road, Bongaree",Bribie Island,Northern,busother,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2010/11/19 15:45,2010/12/21 09:31,1,,-27.06552,153.158635
704,Lockyer Valley Tourist Information Centre,Lake Apex Drive,Gatton,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/11/23 14:48,2010/11/23 14:48,1,,-27.570008,152.270886
705,Regents Park News,2/3374 Beaudesert Road,Browns Plains,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/11/23 14:50,2010/11/23 14:50,1,,-27.666518,153.034598
706,NewsXpress Gatton,6/6 Railway Street,Gatton,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/11/23 14:51,2011/01/21 11:04,1,,-27.555952,152.277841
707,NewsXpress Manly,"Shop 9 Mayfair on Manly SC, Cnr Manly and Hargreaves Rd",Manly West,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/11/25 15:39,2010/11/25 16:08,1,,-27.475372,153.154778
708,University of the Sunshine Coast,"Student Central, Building C - Sunshine Coast University",Sippy Downs,Sunshine Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,2010/12/10 13:27,2012/11/07 10:52,1,,-27.677583,152.90182
709,Newsxpress Toowong Village,9 Sherwood Road,Toowong,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/12/20 16:52,2010/12/20 16:52,1,,-27.48533,152.99154
711,Winston Glades News,"Shop 9, Ash Street",Flinders View,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/12/20 16:56,2012/09/17 12:58,1,,-27.65422,152.751467
713,Pomona Newsagency,10 Memorial Avenue,Pomona,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:23,2011/01/10 16:20,1,,-26.366181,152.85505
714,Eumundi Village Pharmacy,1 / 2 - 6 Ethridge Street,Eumundi,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:25,2011/01/10 15:35,1,,-26.475572,152.950648
715,Buderim Newsagency,2/67 Burnett Street,Buderim,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:35,2011/01/24 16:23,1,,-26.687894,153.048923
716,BP Yandina Food Stop,24 Farrell Street,Yandina,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:36,2011/01/21 10:51,1,,-26.559987,152.956586
718,Dockside Convenience Store,"Shop 5, 35 Ferry Street",Kangaroo Point,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:41,2011/01/24 16:25,1,,-27.472558,153.038964
719,Currimundi News,Cnr Nicklin Way and Bellara Drive,Currimundi,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2011/01/05 10:43,2011/01/24 16:24,1,,-26.773831,153.124299
