Id,Name,Street Address,Suburb,Region,Store Type,CanPurchase,CanTopUp,CanRegisterCard,CanRefund,CanAlterExpire,AcceptsCash,AcceptsEFTPOS,AcceptsCreditCard,SellsGoCardAdult,SellsGoCardChild,SellsGoCardSenior,SellsGoCardConcession,SellsTouristPack,SellsSEQCard,unused1,unused2,Created,Modified,Active,Notes,Lat,Lng
293,International Terminal station,Airport Drive,Airport (Brisbane),Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/02/29 10:54,1, ,-27.403,153.109
294,Ipswich station,Bell Street,Ipswich,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/09/30 12:29,1, ,-27.6129,152.761
295,Karrabin station,Karrabin-Rosewood Road,Karrabin,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:11,1, ,-27.6045,152.709
296,Keperra station,Silvertop Street,Keperra,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:20,1, ,-27.409,152.957
297,Kingston station,Milky Way Street,Kingston,Southern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:21,1, ,-27.6574,153.118
298,Kuraby station,1370 Beenleigh Road,Kuraby,Southern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:22,1, ,-27.6049,153.091
299,Landsborough station,Cribb Street,Landsborough,Sunshine Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:23,1, ,-26.8084,152.966
300,Lawnton station,Station Road,Lawnton,Northern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:24,1, ,-27.2816,152.981
301,Lindum station,Sibley Road,Lindum,Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:26,1, ,-27.4421,153.145
302,Loganlea station,Station Road,Loganlea,Southern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:31,1, ,-27.671,153.139
303,Lota station,Railway Terrace,Lota,Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:31,1, ,-27.4701,153.188
304,Manly station,Ernest Street,Manly,Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:33,1, ,-27.457,153.18
305,Milton station,Milton Road,Milton,Brisbane West,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:41,1, ,-27.4686,153.006
306,Mitchelton station,McConaghy Street,Mitchelton,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:42,1, ,-27.4115,152.976
307,Mooloolah station, Mooloolah Connection Road,Mooloolah Valley,Sunshine Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:46,1, ,-26.7653,152.963
308,Moorooka station,1151 Ipswich Road,Moorooka,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:49,1, ,-27.5355,153.014
309,Morayfield station,Visentin Road,Morayfield,Northern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/18 12:17,1, ,-27.1098,152.952
310,Morningside station,Waminda Street,Morningside,Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:51,1, ,-27.4705,153.07
311,Murarrie station,Murrarie Road,Murarrie,Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 17:57,1, ,-27.4648,153.105
312,Nambour station,Civic Way,Nambour,Sunshine Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:06,1, ,-26.6258,152.958
313,Narangba station,448 Burpengary Road,Narangba,Northern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:07,1, ,-27.2029,152.961
314,Nerang station,Warrener Street,Nerang,Gold Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:10,1, ,-27.9943,153.35
315,Newmarket station,Abuklea Street,Newmarket,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:12,1, ,-27.4328,153.011
316,Norman Park station,Waite Street,Norman Park,Brisbane East,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:17,1, ,-27.4818,153.062
317,North Boondall station,Aberdeen Street North,Boondall,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/02/29 11:14,1, ,-27.339,153.061
318,Northgate station,Cnr Ryan & Holland Street,Northgate,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/18 12:19,1, ,-27.3936,153.069
319,Nudgee station,Railway Street,Nudgee,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/01/16 18:28,1,,-27.3656,153.084
320,Nundah station,Station Street,Nundah,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:20,1, ,-27.4009,153.062
321,Ormeau station,200 Mirambeena Drive,Pimpama,Southern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:34,1, ,-27.7991,153.282
322,Ormiston station,Wellington Street,Ormiston,Eastern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:25,1, ,-27.5146,153.256
323,Oxford Park station,Scanlan Road,Mitchelton,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 11:42,1, ,-27.4042,152.968
324,Oxley station,140 Ardoyne Road,Oxley,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:28,1, ,-27.5525,152.974
325,Palmwoods station,Chevallum Road,Palmwoods (Sunshine Coast Regional),Sunshine Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:02,1, ,-26.6886,152.961
326,Park Road station,Quarry Street,Woolloongabba,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:05,1, ,-27.4937,153.031
327,Petrie station,Station Street,Petrie,Northern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:34,1, ,-27.2678,152.982
328,Redbank station,Cnr Brisbane Tce & Weedman St,Redbank,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:36,1, ,-27.5995,152.872
329,Riverview station,Moggill Ferry road,Riverview (Ipswich City),Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:11,1, ,-27.595,152.851
330,Robina station,Bayberry Lane,Robina,Gold Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:40,1, ,-28.0714,153.378
331,Rocklea station,Brooke Street,Rocklea,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:42,1, ,-27.5447,153.014
332,Roma Street station,171 Roma Street,Brisbane (city),Brisbane Central,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/02/29 11:15,1, ,-27.4652,153.019
333,Rosewood station,Railway Street,Rosewood,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:42,1, ,-27.6432,152.593
334,Runcorn station,800 Beenleigh Road,Runcorn,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:45,1, ,-27.5924,153.068
335,Salisbury station,Olivia Avenue,Salisbury,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:47,1, ,-27.5532,153.023
336,Sandgate station,Rainbow Street,Sandgate,Northern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:48,1, ,-27.3222,153.069
337,Sherwood station,Honour Avenue,Sherwood (Brisbane City),Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:14,1, ,-27.5316,152.98
338,Shorncliffe station,Railway Parade,Shorncliffe,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:50,1, ,-27.3269,153.08
339,South Bank station,Grey Street,South Brisbane,Brisbane Central,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:57,1, ,-27.4818,153.023
340,South Brisbane station,Grey Street,South Brisbane,Brisbane Central,faremachine,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:58,1, ,-27.4744,153.018
341,Strathpine station,Station Street,Strathpine,Northern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:23,1, ,-27.3118,152.99
342,Sunnybank station,Dixon Street,Sunnybank,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:27,1, ,-27.5808,153.054
343,Sunshine station,357 Bilsen Road,Geebung,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:17,1, ,-27.3753,153.056
344,Taringa station,1 Princess Street,Taringa,Brisbane West,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:34,1, ,-27.493,152.982
345,Tennyson station,2 Myla Terrace,Tennyson,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:35,1, ,-27.5258,153.005
346,Thagoona station,Thagoona-Rosewood Road,Thagoona,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:37,1, ,-27.6266,152.63
347,Thomas Street station,Tallon Street,Sadliers Crossing,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:46,1, ,-27.6148,152.746
348,Thorneside station,Railway Parade,Thorneside,Eastern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:39,1, ,-27.4864,153.193
349,Toombul station,Collins Street,Nundah,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/05 12:24,1, ,-27.4073,153.059
350,Toowong station,Toowong Village Shopping Centre,Toowong,Brisbane West,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:43,1, ,-27.4857,152.993
351,Trinder Park station,Railway Parade,Trinder Park,Southern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:43,1, ,-27.6314,153.098
352,Virginia  station,4 Wellington Street,Virginia,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:48,1, ,-27.3829,153.063
353,Wacol  station,Wilruna Street,Wacol,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:49,1, ,-27.589,152.924
354,Walloon  station,Station Lane,Walloon,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:50,1, ,-27.6073,152.668
355,Wellington Point station,Station Street,Wellington Point,Eastern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2011/11/22 12:32,1, ,-27.494284,153.241914
356,Wilston  station,Newmarket Road,Wilston,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:56,1, ,-27.4362,153.019
357,Windsor  station,Eildon Road,Windsor,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 10:57,1, ,-27.4352,153.029
358,Woodridge  station,Station Road,Woodridge,Southern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:01,1, ,-27.6382,153.104
359,Wooloowin  station,Hudson Street,Wooloowin,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:04,1, ,-27.42,153.043
360,Woombye  station,Blackall Street,Woombye,Sunshine Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:05,1, ,-26.6608,152.963
361,Wulkuraka  station,Grace Street,Wulkuraka,Western,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:28,1, ,-27.6135,152.732
362,Wynnum  station,Thorn Street,Wynnum,Eastern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:07,1, ,-27.4397,153.166
363,Wynnum Central station,Ronald Street,Wynnum,Eastern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:29,1, ,-27.4452,153.17
364,Wynnum North station,Cameron Parade,Wynnum,Eastern,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2012/08/20 18:29,1, ,-27.4372,153.159
365,Yeerongpilly  station,67 Wilkie Street,Yeerongpilly,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:11,1, ,-27.5255,153.014
366,Yeronga  station,Fairfield Road,Yeronga,Brisbane South,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:12,1, ,-27.5178,153.017
367,Zillmere  station,Zillmere Road,Zillmere,Brisbane North,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1900/01/01 00:00,2010/10/06 11:14,1, ,-27.3593,153.037
368,NewsXpress Pacific Fair,"Pacific Fair Shopping Centre, Flinders Street",Broadbeach,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2009/12/18 11:05,2012/11/07 10:38,1, ,-28.0354,153.426
369,Junction News and Casket,"Shop 2, 500 Ipswich Road",Annerley,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:07,2010/09/23 11:13,1, ,-27.5112,153.032
370,NewsXpress Lutwyche,"Shop 13, 543 Lutwyche Rd",Lutwyche,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:08,2010/10/05 11:32,1, ,-27.422,153.034
371,Sherwood News and Casket Agency,"Shop 4, 686 Sherwood Road",Sherwood (Brisbane City),Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:13,2012/08/20 18:13,1, ,-27.5324,152.981
372,Macgregor News,"Shop 20, Sunny Park Shopping Centre Cnr Mains Road & McCullough Street",Macgregor,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:16,2010/10/05 11:33,1, ,-27.5709,153.065
373,Belvedere News,4 Diamond Street,Cooroy,Sunshine Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:18,2010/09/30 11:27,1, ,-26.4171,152.912
375,Boondall News and Casket,"Sue's Korner, 2128 Sandgate Road",Boondall,Brisbane North,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:20,2010/09/23 11:41,1, ,-27.3527,153.06
377,Wishart News,"Civic Fair Shopping Centre, 280 Newnham Rd",Wishart,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/18 11:24,2010/10/06 10:58,1, ,-27.547,153.092
378,Daw Road Newsagency,"Runcorn Plaza Shopping Centre, Cnr Warrigal & Daw Roads",Runcorn,Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2009/12/18 11:25,2013/07/15 14:12,2, ,-27.5885,153.085
380,Village Store Currumbin,66 Teemangum Street,Currumbin,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 12:57,2010/09/30 11:31,1, ,-28.1355,153.489
381,NewsXpress Nerang,74 Nerang-Beaudesert Road,Nerang,Gold Coast,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 12:59,2011/01/21 11:03,1, ,-27.9933,153.332
383,Chris' Supa IGA,881 Old Cleveland Road,Carina,Brisbane East,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 13:04,2010/09/30 11:12,1, ,-27.4963,153.095
384,Wongabel News,"Shop 2, Wongabel St",Kenmore,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 13:07,2010/10/05 11:16,1, ,-27.509,152.948
385,Woolloongabba News,7 Logan Rd,Woolloongabba,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 13:10,2010/10/06 11:04,1, ,-27.487,153.036
386,Blunder Road Agency,146 Blunder Road,Oxley,Brisbane South,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 13:18,2010/10/05 12:26,1, ,-27.5754,152.983
387,IGA Forest Lake,Corner Forest Lake Boulevard and Woogaroo Street,Forest Lake,Brisbane West,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2009/12/23 13:30,2010/09/30 11:57,1, ,-27.6112,152.959
388,Varsity Lakes station,Corner Scottsdale Drive and Cormandel Lane,Varsity Lakes,Gold Coast,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/04 11:23,2010/11/17 11:10,1, ,-28.096499,153.399049
389,Varsity Lakes station,Corner Scottsdale Drive and Cormandel Lane,Varsity Lakes,Gold Coast,faremachine,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010/01/04 13:17,2010/11/02 15:16,1, ,-28.094794,153.399531
390,Carina Newsagency,836 Old Cleveland Rd,Carina,Brisbane East,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/07 10:45,2012/11/07 10:42,1, ,-27.4955,153.089
391,Chatswood Hills News,"Shop 34 Chatswood Central, Chatswood Rd",Springwood,Southern ,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/07 10:48,2010/10/06 10:16,1, ,-27.6334,153.139
392,Collingwood Park News,"Shop 1, Redbank Plaza Shopping Centre, Collingwood Drive",Redbank,Western,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/07 10:55,2010/10/05 12:35,1, ,-27.6059,152.868
393,Edens Landing News,Shop 5 125-127 Castile Cresent,Edens Landing,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/07 10:57,2010/09/30 11:41,1, ,-27.7008,153.169
395,News Extra Central Plaza,"Shop 59, Logan Central Plaza, Wembley Rd",Logan Central,Southern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/07 11:00,2010/10/05 11:27,1, ,-27.6429,153.114
396,NewsXpress Alexandra Hills,"Shop 9, Alexandra Hills Shopping Centre, Cnr Finucane Road and Cambridge Drive",Alexandra Hills,Eastern,retailer,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2010/01/07 11:01,2010/09/23 11:12,1, ,-27.5246,153.221
397,NewsXpress Harbour Town,"Shop M2 Harbour Town Shopping Centre, Cnr Brisbane Road & Oxley Drive",Biggera Waters,Gold Coast,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/07 11:02,2012/11/07 10:38,1, ,-27.9338,153.388
398,West End Market News Power,"Shop 13, 69 Boundary St",West End (Brisbane City),Brisbane South,retailer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2010/01/07 11:05,2012/11/07 10:47,1, ,-27.4769,153.012
399,Dutton Park station,Railway Terrace,Dutton Park,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 07:56,2010/09/30 11:38,1,,-27.4998,153.029
400,Lawnton station,Station Road,Lawnton,Northern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:03,2010/10/05 11:24,1, ,-27.2816,152.981
401,Indooroopilly station,Railway Avenue,Indooroopilly,Brisbane West,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:04,2010/09/30 12:28,1, ,-27.503,152.976
402,Gympie North station,Sandy Creek Road,Gympie North,Sunshine Coast,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:06,2010/09/30 12:18,1, ,-26.1627,152.686
403,Virginia station,4 Wellington Street,Virginia,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:09,2010/10/06 10:48,1, ,-27.3829,153.063
404,Carseldine station,Beams Road,Carseldine,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:11,2010/09/30 11:15,1, ,-27.3476,153.029
405,Milton station ,Milton Road,Milton,Brisbane West,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:12,2010/10/05 11:42,1, ,-27.4686,153.006
406,Coorparoo station ,Cavendish Road,Coorparoo,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:13,2010/09/30 11:30,1,,-27.4897,153.055
407,Geebung station,Railway Parade,Geebung,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:14,2010/09/30 12:12,1, ,-27.3689,153.047
408,Sunnybank station,Dixon Street,Sunnybank,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:16,2010/10/06 10:27,1,,-27.5808,153.054
409,Nundah station,Station Street,Nundah,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:17,2010/10/05 12:20,1, ,-27.4009,153.062
410,Graceville station,Honour Avenue,Graceville,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:18,2010/09/30 12:14,1, ,-27.5213,152.976
411,Petrie station ,Station Street,Petrie,Northern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:19,2010/10/05 12:34,1, ,-27.2678,152.982
412,Wynnum Central station,Ronald Street,Wynnum,Eastern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:20,2012/08/20 18:29,1, ,-27.4452,153.17
413,Auchenflower station,Auchenflower Terrace,Auchenflower ,Brisbane West,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:22,2010/09/23 11:29,1, ,-27.4761,152.997
414,Loganlea station,Station Road,Loganlea ,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:24,2010/10/05 11:30,1,,-27.671,153.139
415,Goodna station,Ryan Street,Goodna,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:25,2010/09/30 12:13,1, ,-27.6088,152.902
416,Morningside station,Waminda Street,Morningside,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:26,2010/10/05 11:51,1, ,-27.4705,153.07
417,Bald Hills station,Cullimore Street,Bald Hills,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:27,2010/09/23 11:29,1, ,-27.3208,153.011
418,Wooloowin station ,Hudson Street,Wooloowin ,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:28,2010/10/06 11:04,1, ,-27.42,153.043
419,Yeronga station,Fairfield Road,Yeronga,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:29,2010/10/06 11:13,1,,-27.5178,153.017
420,Wacol station,Wilruna Street,Wacol ,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:30,2010/10/06 10:49,1, ,-27.589,152.924
421,Kuraby station,1370 Beenleigh Road,Kuraby,Southern,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:30,2010/10/05 11:22,1,,-27.6049,153.091
422,Cannon Hill station,60 Barracks Road,Cannon Hill,Brisbane East,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:31,2010/09/30 11:03,1, ,-27.4653,153.089
423,Salisbury station,Olivia Avenue,Salisbury,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:32,2010/10/05 12:47,1,,-27.5532,153.023
424,Landsborough station,Cribb Street,Landsborough,Sunshine Coast,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:33,2010/10/05 11:24,1, ,-26.8084,152.966
425,Coomera station,Railway Reserve 11 Foxwell Road,Coomera,Gold Coast,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:34,2010/09/30 11:25,1,,-27.8535,153.318
426,Keperra station,Silvertop Street,Keperra,Brisbane North,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:35,2010/10/05 11:20,1, ,-27.409,152.957
427,Gailes station,Wilruna Street,Gailes,Western,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:36,2010/09/30 12:07,1, ,-27.6018,152.919
428,Runcorn station,800 Beenleigh Road,Runcorn,Brisbane South,station,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010/01/09 08:37,2010/10/05 12:46,1,,-27.5924,153.068
